komentar,sentimen
kali ini tempo dikirimin bangkai tikus terus disuruh masak lagi kah,negative
setelah di kirim kepala babi sekarang kantor tempo di kirim bangkai tikus gila,negative
kantor tempo kembali mendapatkan teror kali ini kiriman bangkai tikus dengan kepala dipenggal yang dilempar seseorang ke dalam area kantor tempo kalau kayak gini kira pemerintah mau respon apalagi disuruh masak,negative
buka puasa dgn berita kantor tempo dikirimin bangkai tikus,neutral
"bangkai tikus 

tempo kembali mendapat kiriman bangkai hewan kali ini tikus yang dipenggal",neutral
"setelah paket potongan kepala babi kantor redaksi tempo mendapatkan kiriman kedua berupa kotak berisi bangkai tikus yang dipenggal petugas kebersihan tempo menemukannya kardus berisi enam ekor tikus pada sabtu maret pukul wib 

pemeriksaan sementara oleh",neutral
usai serang kantor mui mustopa nr meninggal karena serangan jantung tempometro,neutral
"penyerang kantor mui tak memiliki catatan yang berkaitan dengan kegiatan terorisme 

kematiannya diduga akibat serangan jantung 

 korantempo",neutral
kantor presiden volodymyr zelensky membantah keterlibatan ukraina dalam serangan nord stream pada september tahun lalu,neutral
isis klaim serangan teror ke kantor kedutaan besar pakistan di afghanistan tempodunia,neutral
top dunia kantor kedutaan besar jerman di ukraina kena serangan ukraina tempodunia,neutral
kantor kedutaan jerman di kyiv ukraina ikut terkena serangan udara yang dilancarkan oleh militer rusia tempodunia,neutral
serangan ke kantor lbh papua diduga terkait kasus pelanggaran ham temponasional,neutral
sedikitnya lima orang tewas dan terluka dalam serangan rudal houthi di kota marib pada rabu malam kata kantor berita negara saba jumat januari tempodunia,neutral
pertahanan udara suriah menghadapi serangan rudal israel yang menargetkan wilayah selatan dan seorang tentara suriah tewas kantor berita negara sana melaporkan pada kamis mengutip sumber militer tempodunia,neutral
serangan ke warga oleh militer masih terjadi di myanmar dikutip dari kantor berita reuters militer myanmar membunuh orang dalam serbuan yang terjadi pada jumat pekan lalu juli tempodunia,neutral
dampaknya serangan tersebut menghancurkan sejumlah bangunan termasuk dua kantor berita internasional yang berbasis di sana selain itu ratusan korban jiwa warga palestina dan israel berjatuhan akibat perang tersebut editorial korantempodigital korantempo,neutral
sejumlah kantor kepolisian memperketat penjagaan setelah serangan teror di markas besar kepolisian ri pada rabu lalu polri tak ingin kecolongan lagi korantempodigital korantempo,neutral
polda metro jaya meningkatkan pengamanan di seluruh kantor kepolisian di seluruh jakarta bekasi depok dan tangerang setelah serangan teroris di mabes polri sore ini tempometro,neutral
"majalah satire prancis charlie hebdo akan menerbitkan ulang karikatur nabi muhammad yang memicu gelombang kemarahan di dunia muslim untuk menandai dimulainya persidangan tersangka dalam serangan teror terhadap kantor majalah pada 
 charliehebdo",neutral
orang tewas dalam serangan kantor al amerika,neutral
tempo orang tewas dalam serangan kantor al amerika,neutral
tokoh al ikhwan alami serangan jantung di penjara kantor berita mena membantah laporan bahwa beritadunia tempo,neutral
"kebangkrutan akan jd serangan yg mematikan 
 
 ada adegan rekonstruksi penyerangan kantor tempo",neutral
"siapa di balik serangan 
 
 foto rekonstruksi proses terjadinya pengrusakan kantor tempo",neutral
serangan fisik ke kantor tempo kemarin malam makin membuat saya lbh salut pd perjuangan tempo membongkar cerita korupsi,positive
kog setiap ada peristiwa penyerangan kantor media dblg kebebasan pers terancam pdhl serangan ke tempo krn ulah iseng pada preman mabok,negative
aji kecam serangan ke kantor tempo lampung,neutral
tuitlampung aji kecam serangan ke kantor tempo lampung tuit,neutral
aji mendesak kapolri agar memerintahkan aparatnya segera mengungkap kasus serangan ke kantor tempo,neutral
"hm 
 
 video pelaku serangan kantor tempo terekam cctv",neutral
video pelaku serangan kantor tempo terekam cctv,neutral
aji kutuk serangan brutal preman ke kantor tempo,neutral
"rt 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku lbh salut pd perjuangan tempo membongkar cerita korupsi",positive
komhukum dinilai barbar aji kecam serangan preman ke kantor tempo,neutral
aji kecam serangan ke kantor tempo,neutral
"terlalu lugu rt 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku lbh salut pd",negative
"rt 
 
 ayo dukung tempo rt 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku salut pd",positive
"rt 
 
 teman tempo meng sms bhw serangan ini mungkin tak ada hubungannya dgn berita ini ulah para pemuda mabok dekat kantor hmm",negative
"cc 
 
 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku lbh salut pd perjuangan tempo membongkar cerita korupsi",positive
"ayo dukung tempo rt 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku salut pd perjuangan tempo membongkar korupsi",positive
"katanya ini berawal cekcok warga di warung ga ada kaitan berita perlu proporsional 
 
 serangan fisik ke kantor tempo tadi malam",negative
"sy setuju sm mas 
 
 ga terkait brita korupsi rt 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku lbh salut pd",positive
"viva tempo rt 
 
 thanks mas addie rt 
 
 serangan fisik ke kantor tempo tadi malam makin",neutral
"bukannya serangan dilakukan karna ributnya suara gitar dr kantor tempo rt 
 
 rt 
 
 serangan",negative
"gak nyambung mas 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku lbh salut pd perjuangan tempo membongkar korupsi",positive
"rt 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku salut pd perjuangan tempo membongkar korupsi",positive
"d 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku lbh salut pd perjuangan tempo membongkar cerita korupsi",positive
serangan fisik ke kantor tempo tadi malam makin membuat aku lbh salut pd perjuangan tempo membongkar cerita korupsi,positive
"idem rt 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku lbh salut pd perjuangan tempo membongkar cerita korupsi",positive
"tweet from tweetcaster 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku lbh cont",neutral
"no fitnah 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku lbh salut pd perjuangan tempo membongkar cerita korupsi",positive
"harus di dukung rt 
 
 serangan fisik ke kantor tempo tadi malam makin membuat aku lbh salut cont",positive
"rt 
 
 akibat serangan orang tak dikenal kantor tempo berantakan",negative
akibat serangan orang tak dikenal kantor tempo berantakan tribunpekanbaru,neutral
pagi ini di hidangkan dengan twitwar soal serangan kantor redaksi tempo yuhu,neutral
diserang preman dua satpam kantor redaksi koran tempo luka akibat serangan yang dilakukan kelompok preman t,neutral
berita akibat serangan orang tak dikenal kantor tempo berantakan halamanriau,neutral
tribunpku akibat serangan orang tak dikenal kantor tempo berantakan,neutral
akibat serangan orang tak dikenal kantor tempo berantakan,negative
berita akibat serangan orang tak dikenal kantor tempo berantakan cekaucom,neutral
akibat serangan orang tak dikenal kantor tempo berantakan riau,neutral
tibunpekanbaru akibat serangan orang tak dikenal kantor tempo berantakan beritariau,negative
akibat serangan orang tak dikenal kantor tempo berantakan usai diserang sekelompok orang tidak dikenal kond,neutral
kantor saya pernah jadi korban serangan bom buku karena itu saya tak pernah bisa memahami sinisme terhadap korban kekerasan tempo,negative
tuitpekanbaru akibat serangan orang tak dikenal kantor tempo berantakan pekanbaru tuit,neutral
serem bgt sih serangan ke kantor tempo,negative
openfollow akibat serangan orang tak dikenal kantor tempo berantakan usai diserang sekelomp teamfollowback,neutral
rachmatzen akibat serangan orang tak dikenal kantor tempo berantakan usai diserang sekelompok orang tidak,neutral
info akibat serangan orang tak dikenal kantor tempo berantakan usai diserang sekelompok orang tidak dikenal,neutral
"rt 
 
 saya ikuti saja cerita 
 
 dan 
 
 ttg serangan ke kantor tempo",negative
"rt 
 
 
 
 apapun motifnya kita kutuk serangan dan perusakan kantor tempo polisi harus usut",negative
apapun motifnya kita kutuk serangan dan perusakan kantor tempo polisi harus usut,negative
penyerangan kantor tempo diduga tak terkait pemberitaan suasana sempat mencekam karena serangan ini kaca kac,neutral
penyerangan kantor tempo diduga tak terkait pemberitaan suasana sempat mencekam karena serangan ini kaca kaca depan kantor hancur b,neutral
akibat serangan orang tak dikenal kantor tempo berantakan usai dis local breaking news,neutral
serangan maret kantor tempo diserang masih jaman model begini,negative
"gak yakin dehh rt 
 
 teman tempo bhw serangan ini mungkin tak ada hubungannya dgn berita ini ulah para pemuda mabok dekat kantor",negative
"saya di rumah jauh sekali dari kantor tempo jadi saya ikuti saja cerita 
 
 dan 
 
 ttg serangan ke kantor tempo",negative
"teror rt wow 
 
 akibat serangan orang tak dikenal kantor tempo berantakan",negative
"bokep dini hari duh rt 
 
 diantara x factor dangdut koplo dan serangan kantor tempo memilih menyimak",neutral
sepertinya serangan ke kantor tempo ini semacam warning first strike gitu,neutral
serangan ke kantor tempo,neutral
akibat serangan orang tak dikenal kantor tempo berantakan teamfollowback,negative
indonesia akibat serangan orang tak dikenal kantor tempo berantakan beritanasional,neutral
rt akibat serangan orang tak dikenal kantor tempo berantakan usai diserang sekelompok orang tidak dikenal k,neutral
openfollow akibat serangan orang tak dikenal kantor tempo berantakan jfb,neutral
tribunnews akibat serangan orang tak dikenal kantor tempo berantakan,neutral
brita penting akibat serangan orang tak dikenal kantor tempo berantakan trim s udh di bac,neutral
akibat serangan orang tak dikenal kantor tempo berantakan usai,neutral
tumben narsum tribunnews via,neutral
kerjaan lu can akibat serangan orang tak dikenal kantor tempo berantakan,negative
"rt 
 
 teman tempo meng sms bhw serangan ini mungkin tak ada hubungannya dgn berita ini ulah pr pemuda mabok dkat kantor",negative
"rt 
 
 akibat serangan orang tak dikenal kantor tempo berantakan cont",negative
"jambore king jolali le rt 
 
 diantara x factor dangdut koplo dan serangan kantor tempo memilih menyimak",neutral
berita akibat serangan orang tak dikenal kantor tempo berantakan,neutral
tuitjakarta akibat serangan orang tak dikenal kantor tempo berantakan jakarta tuit,neutral
"kalo kenal gak bakal di serang ganteng rt 
 
 akibat serangan orang tak dikenal kantor tempo berantakan",negative
"akibat serangan orang tak dikenal kantor tempo berantakan via 
 
 cc",neutral
teman tempo meng sms bhw serangan ini mungkin tak ada hubungannya dgn berita ini ulah para pemuda mabok dekat kantor hmm,negative
"akibat amer 
 
 teman tempo meng sms bhw serangan ini mungkin tak ada hubungannya dgn berita ini ulah para pemuda mabok dekat kantor",negative
namun klo melihat senjata yg digunakan sepertinya serangan tersebut direncanakan org mabuk pun tak akan segila itu menyerang kantor tempo,negative
teman tempo meng sms serangan ini mungkin tak ada hubungannya dgn berita tp ulah para pemuda mabok dekat kantor hmm,negative
"mabok apa om 
 
 teman tempo meng sms bhw serangan ini mungkin tak ada hubungannya dg berita ini ulah para pemuda mabok dekat kantor",negative
diantara x factor dangdut koplo dan serangan kantor tempo memilih menyimak,neutral
"tuh 
 
 teman tempo meng sms bhw serangan ini mungkin tak ada hubungannya dgn berita ini ulah para pemuda mabok dekat kantor hmm",negative
"ooh 
 
 teman tempo meng sms bhw serangan ini mungkin tak ada hubungannya dgn berita ini ulah para pemuda mabok dekat kantor hmm",negative
"usut tuntas 
 
 teman tempo meng sms bhw serangan ini mungkin tak ada hubungannya dgn berita ini ulah para pemuda mabok dekat kantor",negative
"oh rt 
 
 teman tempo meng sms bhw serangan ini mungkin tak ada hubungannya dgn berita ini ulah para pemuda mabok dekat kantor",negative
"cc 
 
 
 kayanya diotakin bossnya macan nih serangan rt 
 
 penyerbu kantor tempo",negative
weh motipnya beneran cuma salah paham tuh serangan kantor tempo,negative
tempo internasional serangan udara israel hantam kantor pm hamas berita,neutral
serangan udara israel hantam kantor pm hamas via tempo,neutral
tempo news serangan udara israel hantam kantor pm hamas wakil menteri luar negeri israel danny ayalon menga,neutral
serangan udara israel hantam kantor pm hamas wakil menteri luar negeri israel danny ayalon mengatakan invasi,neutral
berita tempo serangan udara israel hantam kantor pm hamas wakil menteri luar negeri israel danny ayal,neutral
kabar terkini tempo serangan udara israel hantam kantor pm hamas tempo,neutral
berita terkini serangan udara israel hantam kantor pm hamas,neutral
serangan udara israel hantam kantor pm hamas,neutral
tempo serangan udara israel hantam kantor pm hamas,neutral
tempo serangan udara israel hantam kantor pm hamas tempo wakil menteri luar negeri israel danny ayalon me,neutral
tempo serangan udara israel hantam kantor pm hamas wakil menteri luar negeri israel danny ayalon mengatakan,neutral
internasional serangan udara israel hantam kantor pm hamas,neutral
berita tempo bom mobil hantam kantor polisi di damaskus mati suriah masih melancarkan serangan ke t,neutral
bom mobil hantam kantor polisi di damaskus mati suriah masih melancarkan serangan ke turki,neutral
tempo bom mobil hantam kantor polisi di damaskus mati suriah masih melancarkan serangan ke turki,neutral
tempo pada menurut kantor berita jiji ia berhasil luput dari serangan tank tentara,neutral
ledakan bom hantam kantor polisi nigeria tewas boko haram kerap melakukan serangan ke kantor polisi,neutral
tempo news ledakan bom hantam kantor polisi nigeria tewas boko haram kerap melakukan serangan ke kantor polisi,neutral
tempo israel peringatkan yahudi as akan serangan iran kami memprediksi bahwa ancaman terhadap kantor kita di,neutral
israel peringatkan yahudi as akan serangan iran kami memprediksi bahwa ancaman terhadap kantor kita di sel,negative
aji desak polisi usut penyerangan kantor aji palu serangan seperti itu menimbulkan efek teror bagi wartawan,neutral
tempo aji desak polisi usut penyerangan kantor aji palu serangan seperti itu menimbulkan efek teror bagi wartawan,neutral
ribuan warga serang kantor polisi belasan tertembak serangan dilakukan sebagai buntut tewasnya seorang tahanan,neutral
ketua dewan pers kecam serangan bom molotov di kantor tempo ketua dewan pers bagir manan mengecam keras,neutral
kapolri tawarkan pengamanan khusus kantor tempo ia juga dengan tegas membatah tudingan serangan yang dilakukan ol,neutral
"rt 
 
 kompak mengutuk serangan molotov ke kantor tempo w pedomannews com konserdukungtempo dukungtempo",neutral
kompak mengutuk serangan molotov ke kantor tempo w pedomannews com konserdukungtempo dukungtempo,neutral
